30, state senate ,0,0,0,0,0,1,0,0,0
31, not a clue ,0,0,0,0,0,0,1,0,0
32, supreme court ,0,0,0,1,0,0,0,0,0
33, no idea ,0,0,0,0,0,0,1,0,0
34, supreme court ,0,0,0,1,0,0,0,0,0
35, don't know ,0,0,0,0,0,0,1,0,0
36, don't know ,0,0,0,0,0,0,1,0,0
37, senator ,0,0,0,0,0,1,0,0,0
38, secretary of something ,0,0,0,0,0,1,0,0,0
39, congressman ,0,0,0,0,0,1,0,0,0
40, Don't know ,0,0,0,0,0,0,1,0,0
41, I don't know ,0,0,0,0,0,0,1,0,0
42, democrat ,0,0,0,0,0,1,0,0,0
43, congressman ,0,0,0,0,0,1,0,0,0
44, supreme court ,0,0,0,1,0,0,0,0,0
45, senator ,0,0,0,0,0,1,0,0,0
46, house of rep ,0,0,0,0,0,1,0,0,0
47, senator ,0,0,0,0,0,1,0,0,0
48, chief justice supreme court ,1,0,0,0,0,0,0,0,0
49, unknown ,0,0,0,0,0,0,1,0,0
50, judge ,0,0,0,0,0,1,0,0,0
51, senator ,0,0,0,0,0,1,0,0,0
52, evangelist ,0,0,0,0,0,1,0,0,0
54, I don't know ,0,0,0,0,0,0,1,0,0
55, don't know ,0,0,0,0,0,0,1,0,0
56, congressman ,0,0,0,0,0,1,0,0,0
57, mayor ,0,0,0,0,0,1,0,0,0
59, don't know ,0,0,0,0,0,0,1,0,0
60, don't know ,0,0,0,0,0,0,1,0,0
61, I'm not  familiar ,0,0,0,0,0,0,1,0,0
62, do't know ,0,0,0,0,0,0,1,0,0
63, I don't know ,0,0,0,0,0,0,1,0,0
64, Senator ,0,0,0,0,0,1,0,0,0
65, environmental policy ,0,0,0,0,0,1,0,0,0
66, president of canada ,0,0,0,0,0,1,0,0,0
67, don't know ,0,0,0,0,0,0,1,0,0
68, supreme court justice ,0,0,0,1,0,0,0,0,0
69, us supreme court justice ,0,0,0,1,0,0,0,0,0
71, i can't remember ,0,0,0,0,0,0,1,0,0
72, house of representatives ,0,0,0,0,0,1,0,0,0
73, i don't know that either ,0,0,0,0,0,0,1,0,0
74, don't know ,0,0,0,0,0,0,1,0,0
75," no guess, no idea ",0,0,0,0,0,0,1,0,0
76, supreme court ,0,0,0,1,0,0,0,0,0
77, president of australia ,0,0,0,0,0,1,0,0,0
78, chief of staff ,0,0,0,0,0,1,0,0,0
79, senator ,0,0,0,0,0,1,0,0,0
80, senator or something ,0,0,0,0,0,1,0,0,0
81, senator ,0,0,0,0,0,1,0,0,0
82, senator ,0,0,0,0,0,1,0,0,0
83, doesn't ring a bell// i don't know ,0,0,0,0,0,0,1,0,0
85, don't know//never heard of him ,0,0,0,0,0,0,1,0,0
86, dk him either//I have no idea ,0,0,0,0,0,0,1,0,0
87, don't know// don't know ,0,0,0,0,0,0,1,0,0
88, supreme court justice ,0,0,0,1,0,0,0,0,0
89, SENATOR ,0,0,0,0,0,1,0,0,0
90, dk//dk ,0,0,0,0,0,0,1,0,0
92, dk//governor ,0,0,0,0,0,1,1,0,0
93, dk//congressman ,0,0,0,0,0,1,1,0,0
94," dk, never heard of him//dk ",0,0,0,0,0,0,1,0,0
95, i couldn't tell you//i couldn't tell you honestly ,0,0,0,0,0,0,1,0,1
96, something having to do w/ govt ,0,0,0,0,0,1,0,0,0
98, senator ,0,0,0,0,0,1,0,0,0
99, supreme ct justice ,0,0,0,1,0,0,0,0,0
101, don't know ,0,0,0,0,0,0,1,0,0
103, I don'yt know ,0,0,0,0,0,0,1,0,0
104, head Supreme court justice  ,0,0,1,0,0,0,0,0,0
105, <RF> ,0,0,0,0,0,0,0,1,0
106, dk//embassador ,0,0,0,0,0,1,1,0,0
107, senator ,0,0,0,0,0,1,0,0,0
108, senator ,0,0,0,0,0,1,0,0,0
109, /he is a - really dosnt know/   ,0,0,0,0,0,0,1,0,1
110, congressman ,0,0,0,0,0,1,0,0,0
111, army ,0,0,0,0,0,1,0,0,0
112, democratic ,0,0,0,0,0,1,0,0,0
113, senator ,0,0,0,0,0,1,0,0,0
114, Really dosnt know-cant even guess/ ,0,0,0,0,0,0,1,0,0
115, candidate ,0,0,0,0,0,1,0,0,0
116, attorney general? ,0,0,0,0,0,1,0,0,0
117, congress ,0,0,0,0,0,1,0,0,0
118, i don't know him// i hope he's a right choice for whatever he does ,0,0,0,0,0,0,1,0,1
119, just dose not know ,0,0,0,0,0,0,1,0,0
120, // is he a senator or what? ,0,0,0,0,0,1,0,0,0
121, i have the faintest idea//is he a congress or in the senate//i don't know ,0,0,0,0,0,1,1,0,0
122, secretary of homeland security? ,0,0,0,0,0,1,0,0,0
123, i have never heard of him//i don't even want to try ,0,0,0,0,0,0,1,1,0
124, secretary of defense ,0,0,0,0,0,1,0,0,0
125, not sure//congress ,0,0,0,0,0,1,1,0,0
126, supreme court justice ,0,0,0,1,0,0,0,0,0
127, no guess ,0,0,0,0,0,0,1,0,0
128, no idea ,0,0,0,0,0,0,1,0,0
129, no guess ,0,0,0,0,0,0,1,0,0
131, supreme court justice ,0,0,0,1,0,0,0,0,0
132, supreme court ,0,0,0,1,0,0,0,0,0
133, no idea ,0,0,0,0,0,0,1,0,0
134, no idea ,0,0,0,0,0,0,1,0,0
135, no idea ,0,0,0,0,0,0,1,0,0
137, i can't give you an educated guess. never heard of the guy. ,0,0,0,0,0,0,1,0,0
138, no idea ,0,0,0,0,0,0,1,0,0
139, supreme court cheif justice ,1,0,0,0,0,0,0,0,0
141, prime minister of australia ,0,0,0,0,0,1,0,0,0
144, australian prime minister ,0,0,0,0,0,1,0,0,0
145, no clue ,0,0,0,0,0,0,1,0,0
146, don't know no guess ,0,0,0,0,0,0,1,0,0
147, senator ,0,0,0,0,0,1,0,0,0
148, president of Uganda ,0,0,0,0,0,1,0,0,0
149, never heard of him ,0,0,0,0,0,0,1,0,0
150, us supreme court justice ,0,0,0,1,0,0,0,0,0
151, u.s. supreme court justice ,0,0,0,1,0,0,0,0,0
152, us supreme court justice ,0,0,0,1,0,0,0,0,0
153, supreme court justice ,0,0,0,1,0,0,0,0,0
155, no idea ,0,0,0,0,0,0,1,0,0
156, lawyer ,0,0,0,0,0,1,0,0,0
157, senator ,0,0,0,0,0,1,0,0,0
158, state official ,0,0,0,0,0,1,0,0,0
160, congressman ,0,0,0,0,0,1,0,0,0
161, don't know// ,0,0,0,0,0,0,1,0,0
162," i think he is a senator, isn't he? ",0,0,0,0,0,1,0,0,1
163, dont know ,0,0,0,0,0,0,1,0,0
164, don't know ,0,0,0,0,0,0,1,0,0
165, don't know//tv financial offider ,0,0,0,0,0,1,1,0,0
166, senate ,0,0,0,0,0,1,0,0,0
167," is he in education? sounds like he is in education, or in the police officer things, or the courts ",0,0,0,0,0,1,0,0,0
168, dk ,0,0,0,0,0,0,1,0,0
169, dk ,0,0,0,0,0,0,1,0,0
170, dk ,0,0,0,0,0,0,1,0,0
171, dk ,0,0,0,0,0,0,1,0,0
172, don't know ,0,0,0,0,0,0,1,0,0
173, dk ,0,0,0,0,0,0,1,0,0
174, don't know//not suoreme court/dk/no ,0,0,0,1,0,0,1,1,0
175, politican figure?//dk// ,0,0,0,0,0,1,1,0,0
176, supreme court justice ,0,0,0,1,0,0,0,0,0
177, don't know//dk ,0,0,0,0,0,0,1,0,0
178, don't know//dk ,0,0,0,0,0,0,1,0,0
179, chielf justice of supreme court ,1,0,0,0,0,0,0,0,0
180, don't know//dk ,0,0,0,0,0,0,1,0,0
181, supreme court ,0,0,0,1,0,0,0,0,0
182, don't know//dk ,0,0,0,0,0,0,1,0,0
183," sounds like a democrat, don't know what he does//he is  a democrat in congress or the senate ",0,0,0,0,0,1,1,0,0
184," i don't even know who that is//i couldn't say , don't know who he is ",0,0,0,0,0,0,1,0,0
185, don't know// maybe a rep ,0,0,0,0,0,1,1,0,0
186," i don't know,// senator, i'm just guessing ",0,0,0,0,0,1,1,0,1
187, <RF> ,0,0,0,0,0,0,0,1,0
188, supreme court judge ,0,0,0,1,0,0,0,0,0
189, dk ,0,0,0,0,0,0,1,0,0
190," don't know, //don't know ",0,0,0,0,0,0,1,0,0
192, dk ,0,0,0,0,0,0,1,0,0
193, secretary of defense ,0,0,0,0,0,1,0,0,0
194, just dosent know ,0,0,0,0,0,0,1,0,0
195, senator ,0,0,0,0,0,1,0,0,0
196, dk ,0,0,0,0,0,0,1,0,0
197, millitary ,0,0,0,0,0,1,0,0,0
198," isn't he a supreme court judge, isn't he? ",0,0,0,1,0,0,0,0,0
199, governor ,0,0,0,0,0,1,0,0,0
200, Supreme Court Justice ,0,0,0,1,0,0,0,0,0
201, republican office//a good one ,0,0,0,0,0,1,0,0,0
202, justice area ,0,0,0,0,0,1,0,0,0
203, don't know//religious something ,0,0,0,0,0,1,1,0,0
204, dk//congressman ,0,0,0,0,0,1,1,0,0
205, supreme court justice ,0,0,0,1,0,0,0,0,0
206, d/k//no ,0,0,0,0,0,0,1,1,0
207, representative ,0,0,0,0,0,1,0,0,0
208, dk//dk ,0,0,0,0,0,0,1,0,0
209, congressman ,0,0,0,0,0,1,0,0,0
210, dk//dk ,0,0,0,0,0,0,1,0,0
211, head of the supreme court ,0,0,1,0,0,0,0,0,0
213, dont know ,0,0,0,0,0,0,1,0,0
214, don't know//nothing ,0,0,0,0,0,0,1,1,0
215," white house,  democrat lider//no ",0,0,0,0,0,1,0,1,0
216, dont know ,0,0,0,0,0,0,1,0,0
218, No clue. ,0,0,0,0,0,0,1,0,0
219, us senate ,0,0,0,0,0,1,0,0,0
220, dk//dk ,0,0,0,0,0,0,1,0,0
221, dont know  ,0,0,0,0,0,0,1,0,0
222, DO NOT REMEMBER// ,0,0,0,0,0,0,1,0,0
223, republican//i can't think ,0,0,0,0,0,1,0,0,1
225, Supreme Court Justice ,0,0,0,1,0,0,0,0,0
226, dk//dk ,0,0,0,0,0,0,1,0,0
228, congress// ,0,0,0,0,0,1,0,0,0
229, she doen/'t know nothing abour politics// ,0,0,0,0,0,0,1,0,0
230, senator ,0,0,0,0,0,1,0,0,0
232, CITY COUNSUL ,0,0,0,0,0,1,0,0,0
233, senator ,0,0,0,0,0,1,0,0,0
234, dk ,0,0,0,0,0,0,1,0,0
236, Chief jUSTICE OF THE sUPREMEM cOIURT ,1,0,0,0,0,0,0,0,0
237, don't know//congressman ,0,0,0,0,0,1,1,0,0
238," don't know, again i'm thinking senator ",0,0,0,0,0,1,1,0,1
239, dk//dk ,0,0,0,0,0,0,1,0,0
240, Senatate// ,0,0,0,0,0,1,0,0,0
241, dk//Senator ,0,0,0,0,0,1,1,0,0
242, dk//dk ,0,0,0,0,0,0,1,0,0
243, cHIEF jUSTICE OF sUPREME cOURT ,1,0,0,0,0,0,0,0,0
245, nOT SURE// DK ,0,0,0,0,0,0,1,0,0
246, dk//dk//no ,0,0,0,0,0,0,1,1,0
247, Dk//dk ,0,0,0,0,0,0,1,0,0
248, dk//dk ,0,0,0,0,0,0,1,0,0
249, DK//DK ,0,0,0,0,0,0,1,0,0
250, dk//dk ,0,0,0,0,0,0,1,0,0
252, nothing comes to mind ,0,0,0,0,0,0,1,0,0
253, supreme court justice ,0,0,0,1,0,0,0,0,0
254, state congress man ,0,0,0,0,0,1,0,0,0
255," i cant think what his job is, probe guess ",0,0,0,0,0,0,1,0,1
256," NOT SURE, DONT RECOGNIZE ",0,0,0,0,0,0,1,0,0
257, congressman ,0,0,0,0,0,1,0,0,0
258," dont know, senate from what state I dont know ",0,0,0,0,0,1,1,0,0
259, no idea ,0,0,0,0,0,0,1,0,0
260, NOT SURE GOVERNOR?Z ,0,0,0,0,0,1,1,0,0
261, house of representatives ,0,0,0,0,0,1,0,0,0
263, congressman ,0,0,0,0,0,1,0,0,0
264, democrat ,0,0,0,0,0,1,0,0,0
265, NO GUESS ,0,0,0,0,0,0,1,0,0
266, NO GUESS ,0,0,0,0,0,0,1,0,0
267," i dont know, i think he is , no  ",0,0,0,0,0,0,1,1,1
268, wont guess ,0,0,0,0,0,0,0,1,0
270," i have no idea, no guess ",0,0,0,0,0,0,1,0,0
271, dont know ,0,0,0,0,0,0,1,0,0
272, supreme court justice--head justice ,0,0,1,1,0,0,0,0,0
273, <RF> ,0,0,0,0,0,0,0,1,0
274, congress ,0,0,0,0,0,1,0,0,0
275, advisor to somebody or else he is an evangelical preacher ,0,0,0,0,0,1,0,0,0
276, us senator ,0,0,0,0,0,1,0,0,0
277, <RF> ,0,0,0,0,0,0,0,1,0
278, senator ,0,0,0,0,0,1,0,0,0
279, supreme court judge ,0,0,0,1,0,0,0,0,0
280, congressman ,0,0,0,0,0,1,0,0,0
281, never heard of him either financial ,0,0,0,0,0,1,1,0,0
282, representative ,0,0,0,0,0,1,0,0,0
283, supreme court chief justice ,1,0,0,0,0,0,0,0,0
284, treasury ,0,0,0,0,0,1,0,0,0
286, house of representatives ,0,0,0,0,0,1,0,0,0
287, chief justice of the united states ,1,0,0,0,0,0,0,0,0
288, senator ,0,0,0,0,0,1,0,0,0
289, prime minister of canada ,0,0,0,0,0,1,0,0,0
291, secretary treasurer ,0,0,0,0,0,1,0,0,0
292, governor ,0,0,0,0,0,1,0,0,0
293, director of the cia ,0,0,0,0,0,1,0,0,0
294, supreme court justice ,0,0,0,1,0,0,0,0,0
296, i don't know// senator ,0,0,0,0,0,1,1,0,0
298, i don't know ,0,0,0,0,0,0,1,0,0
299, I don't know// no guess ,0,0,0,0,0,0,1,0,0
300, I don't know him ,0,0,0,0,0,0,1,0,0
301, i don't know ,0,0,0,0,0,0,1,0,0
302, I don't know who's roberts ,0,0,0,0,0,0,1,0,0
303, i don't know who that is ,0,0,0,0,0,0,1,0,0
304," i have no clue, no  ",0,0,0,0,0,0,1,1,0
305, I don't know alot of them ,0,0,0,0,0,0,1,0,0
306, all these names I don't know ,0,0,0,0,0,0,1,0,1
307, I don't know// no ,0,0,0,0,0,0,1,1,0
308, I don't know him ,0,0,0,0,0,0,1,0,0
309, I don't know ,0,0,0,0,0,0,1,0,0
310, I don't know ,0,0,0,0,0,0,1,0,0
311, supreme court justice ,0,0,0,1,0,0,0,0,0
313, i don't know ,0,0,0,0,0,0,1,0,0
315, i don't know ,0,0,0,0,0,0,1,0,0
316, I am not going to guess not sure ,0,0,0,0,0,0,1,1,0
317, I don't know I don't have a guess ,0,0,0,0,0,0,1,0,0
318, I never heard ,0,0,0,0,0,0,1,0,0
320, i don't know ,0,0,0,0,0,0,1,0,0
321, I don't know what those people are who they are ,0,0,0,0,0,0,1,0,0
323, no no clue ,0,0,0,0,0,0,1,1,0
324, canidate in primary//senator maybe//don't know ,0,0,0,0,0,1,1,0,0
325, don't know//no idea//no ,0,0,0,0,0,0,1,1,0
326, don't know//democrat//no ,0,0,0,0,0,1,1,1,0
327, supreme court justice ,0,0,0,1,0,0,0,0,0
328, don't know//no ,0,0,0,0,0,0,1,1,0
329, don;t know who he is//don't remember//no ,0,0,0,0,0,0,1,1,0
330, chief justice of the supreme court ,1,0,0,0,0,0,0,0,0
331, no idea//no clue//no ,0,0,0,0,0,0,1,1,0
333, supreme court justice ,0,0,0,1,0,0,0,0,0
334, don't know//no guess//no ,0,0,0,0,0,0,1,1,0
335, no idea//no ,0,0,0,0,0,0,1,1,0
336, don't know//supreme court justice//no ,0,0,0,1,0,0,1,1,0
337, don't know//no guess//no ,0,0,0,0,0,0,1,1,0
339, don't know//no ,0,0,0,0,0,0,1,1,0
340, don't know//no ,0,0,0,0,0,0,1,1,0
341, supreme court justice ,0,0,0,1,0,0,0,0,0
342, don't know//no ,0,0,0,0,0,0,1,1,0
343, dk// dk ,0,0,0,0,0,0,1,0,0
344, don't know ,0,0,0,0,0,0,1,0,0
345, supreme court justice ,0,0,0,1,0,0,0,0,0
346, dk//Atttorney General ,0,0,0,0,0,1,1,0,0
347, chief justice of the US supreme court ,1,0,0,0,0,0,0,0,0
348," dont' know, don't know why i don't know,// should watch more tv, i do worry about it i should know more ",0,0,0,0,0,0,1,0,1
349, congress or military or some judge ,0,0,0,0,0,1,0,0,0
350, no idea//no ,0,0,0,0,0,0,1,1,0
351, dont know ,0,0,0,0,0,0,1,0,0
352, //no//no ,0,0,0,0,0,0,0,1,0
353, don't know//no ,0,0,0,0,0,0,1,1,0
354, //no ,0,0,0,0,0,0,0,1,0
355, senator ,0,0,0,0,0,1,0,0,0
356, undecided ,0,0,0,0,0,0,1,0,0
358, //no ,0,0,0,0,0,0,0,1,0
359, dk//no ,0,0,0,0,0,0,1,1,0
360, supreme court judge ,0,0,0,1,0,0,0,0,0
361, dk//no ,0,0,0,0,0,0,1,1,0
362, supreme court ,0,0,0,1,0,0,0,0,0
363, don't know//no ,0,0,0,0,0,0,1,1,0
364, dk//dk ,0,0,0,0,0,0,1,0,0
365, judge ,0,0,0,0,0,1,0,0,0
366, dk//no ,0,0,0,0,0,0,1,1,0
367, no idea ,0,0,0,0,0,0,1,0,0
368, no//np ,0,0,0,0,0,0,0,1,0
369, congressman ,0,0,0,0,0,1,0,0,0
370, senate ,0,0,0,0,0,1,0,0,0
371, undecided ,0,0,0,0,0,0,1,0,0
373, congress ,0,0,0,0,0,1,0,0,0
374, have no idea ,0,0,0,0,0,0,1,0,0
375, supreme court justice ,0,0,0,1,0,0,0,0,0
376, undecided ,0,0,0,0,0,0,1,0,0
377, rep. whip ,0,0,0,0,0,1,0,0,0
378, cna;t recall  ,0,0,0,0,0,0,1,0,0
379, representative ,0,0,0,0,0,1,0,0,0
380, mayor ,0,0,0,0,0,1,0,0,0
381, senate ,0,0,0,0,0,1,0,0,0
382, supreme court justice ,0,0,0,1,0,0,0,0,0
383," ""//"" guess congress ",0,0,0,0,0,1,0,0,1
386, undecided ,0,0,0,0,0,0,1,0,0
387, i dont know who he is ,0,0,0,0,0,0,1,0,0
388, on idea ,0,0,0,0,0,0,1,0,0
389, senator ,0,0,0,0,0,1,0,0,0
390, coulnt tell you ,0,0,0,0,0,0,1,0,0
391, congress ,0,0,0,0,0,1,0,0,0
392, senator ,0,0,0,0,0,1,0,0,0
393, senator ,0,0,0,0,0,1,0,0,0
394, supereme court justice ,0,0,0,1,0,0,0,0,0
395, prime minister of Australia ,0,0,0,0,0,1,0,0,0
396, undecided ,0,0,0,0,0,0,1,0,0
398, //dk//no ,0,0,0,0,0,0,1,1,0
399, press sec ,0,0,0,0,0,1,0,0,0
400, dk//no ,0,0,0,0,0,0,1,1,0
401, //no ,0,0,0,0,0,0,0,1,0
402, federal gov ,0,0,0,0,0,1,0,0,0
403, //don't know//no ,0,0,0,0,0,0,1,1,0
404, don't know//no ,0,0,0,0,0,0,1,1,0
405, supreme court ,0,0,0,1,0,0,0,0,0
406, supreme court chief justice ,1,0,0,0,0,0,0,0,0
407, //no idea//no ,0,0,0,0,0,0,1,1,0
408, supreme court judge ,0,0,0,1,0,0,0,0,0
409, supreme court ,0,0,0,1,0,0,0,0,0
410, don't know//no ,0,0,0,0,0,0,1,1,0
411, //no ,0,0,0,0,0,0,0,1,0
412, //no ,0,0,0,0,0,0,0,1,0
413, dk//dk ,0,0,0,0,0,0,1,0,0
414, never heard name ,0,0,0,0,0,0,1,0,0
415, retired? ,0,0,0,0,0,1,0,0,0
416, dk--nevr heard his name ,0,0,0,0,0,0,1,0,0
417, dk ,0,0,0,0,0,0,1,0,0
418, Senator I think ,0,0,0,0,0,1,0,0,1
420, dk name ,0,0,0,0,0,0,1,0,0
421, Supreme Court Judge ,0,0,0,1,0,0,0,0,0
422, PUT HIM ON A BULL RIDER ,0,0,0,0,1,0,0,0,0
423, dk//dk ,0,0,0,0,0,0,1,0,0
424, supreme court justice (prompted by husband) ,0,0,0,1,0,0,0,0,1
425, foreign affairs? ,0,0,0,0,0,1,0,0,0
426, Speaker of the house? ,0,0,0,0,0,1,0,0,0
427," senator, I think ",0,0,0,0,0,1,0,0,1
428, dk//dk ,0,0,0,0,0,0,1,0,0
429," Judge, panel of judges ",0,0,0,0,0,1,0,0,0
430," dk, never heard of him ",0,0,0,0,0,0,1,0,0
431, News anchor?  Cokie Robert's son? ,0,0,0,0,0,1,0,0,0
432," bush adminstration, can't guess ",0,0,0,0,0,1,1,0,0
433, treasury? ,0,0,0,0,0,1,0,0,0
434, senator ,0,0,0,0,0,1,0,0,0
435, Supreme court ,0,0,0,1,0,0,0,0,0
436, house representative? ,0,0,0,0,0,1,0,0,0
437," Senator, maybe, DK ",0,0,0,0,0,1,1,0,1
438," legislature, dk ",0,0,0,0,0,1,1,0,0
439," dk, maybe somewhee in the Senators ",0,0,0,0,0,1,1,0,0
440, dk//secy of state ,0,0,0,0,0,1,1,0,0
441, dk//dk ,0,0,0,0,0,0,1,0,0
442, dont know1 ,0,0,0,0,0,0,1,0,0
443, dk// ,0,0,0,0,0,0,1,0,0
444, dk//dk/ ,0,0,0,0,0,0,1,0,0
446, Attorney general ,0,0,0,0,0,1,0,0,0
447, dk ,0,0,0,0,0,0,1,0,0
448, maybe Congress or Senate ,0,0,0,0,0,1,0,0,0
449, dk//homeland security?  DK ,0,0,0,0,0,1,1,0,0
450, dk//dk ,0,0,0,0,0,0,1,0,0
451, respondent does not know ,0,0,0,0,0,0,1,0,0
453, military official ,0,0,0,0,0,1,0,0,0
454, dont know//Canadain Prime Minister ,0,0,0,0,0,1,1,0,0
455, respondent has no idea\\no ,0,0,0,0,0,0,1,1,0
456, respondent has no clue ,0,0,0,0,0,0,1,0,0
457, respondent has no idea ,0,0,0,0,0,0,1,0,0
458, don't know//no ,0,0,0,0,0,0,1,1,0
459, //don't know//no ,0,0,0,0,0,0,1,1,0
460, //don't know//no ,0,0,0,0,0,0,1,1,0
461, don't know. ,0,0,0,0,0,0,1,0,0
462, respondent does not know ,0,0,0,0,0,0,1,0,0
463, respondent does  not know who this is ,0,0,0,0,0,0,1,0,0
464, don't know//no ,0,0,0,0,0,0,1,1,0
466, senate ,0,0,0,0,0,1,0,0,0
467, //don't know. ,0,0,0,0,0,0,1,0,0
470, //i don't know. ,0,0,0,0,0,0,1,0,0
471, //don't know// ,0,0,0,0,0,0,1,0,0
472, supreme court justice ,0,0,0,1,0,0,0,0,0
473," //don't know, no guess. ",0,0,0,0,0,0,1,0,0
475, //don't know//no ,0,0,0,0,0,0,1,1,0
476, //don't know// ,0,0,0,0,0,0,1,0,0
477, vice-president ,0,0,0,0,0,1,0,0,0
478, //senator ,0,0,0,0,0,1,0,0,0
479, //don't know//the presidents secretary//no ,0,0,0,0,0,1,1,1,0
480, i never heard of him// ,0,0,0,0,0,0,1,0,0
481, house of representatives ,0,0,0,0,0,1,0,0,0
482, republican ,0,0,0,0,0,1,0,0,0
483, senator or in other house ,0,0,0,0,0,1,0,0,0
484, dont know ,0,0,0,0,0,0,1,0,0
485, chief justice of supreme court ,1,0,0,0,0,0,0,0,0
487," supreme court, might be chief justice ",0,1,0,1,0,0,0,0,0
488, senate ,0,0,0,0,0,1,0,0,0
489, don't know ,0,0,0,0,0,0,1,0,0
490, australian prime minister ,0,0,0,0,0,1,0,0,0
491, don't know ,0,0,0,0,0,0,1,0,0
492, governor ,0,0,0,0,0,1,0,0,0
493, don't know ,0,0,0,0,0,0,1,0,0
494, never heard of him ,0,0,0,0,0,0,1,0,0
495, R does not know this name//supreme court justice//no ,0,0,0,1,0,0,1,1,0
496, political job - does not know which one ,0,0,0,0,0,1,1,0,0
497, come back to this one too//??? ,0,0,0,0,0,0,0,1,0
498, Democrat in the party ,0,0,0,0,0,1,0,0,0
499,  DOES NOT RECOGNIZE EVEN AFTER PROBINGS ,0,0,0,0,0,0,1,0,0
500,  R doesn't know. ,0,0,0,0,0,0,1,0,0
501, DOES NOT KNOW ,0,0,0,0,0,0,1,0,0
502, doesn't know anything about him.  she is not familiar with him ,0,0,0,0,0,0,1,0,0
503, does'n't know// has not got a clue ,0,0,0,0,0,0,1,0,0
504,  R does not know - even after probing ,0,0,0,0,0,0,1,0,0
505, WHO THE ...??//IS IS HE IN THE SENATE OR HOUSE OF REPRESETNTIVES ,0,0,0,0,0,1,1,0,0
506, doesn't know after probing ,0,0,0,0,0,0,1,0,0
508, is he in government?//DK ,0,0,0,0,0,1,1,0,0
509, R has no clue//no ,0,0,0,0,0,0,1,1,0
510, R doesn't know ,0,0,0,0,0,0,1,0,0
511,  does not know even after probing ,0,0,0,0,0,0,1,0,0
512, no idea//something in delaware//no ,0,0,0,0,0,1,1,1,0
513, never heard ofhim neither//cannot guess//no ,0,0,0,0,0,0,1,1,0
514, the senate or something//just pulling at straws//no ,0,0,0,0,0,1,0,1,1
515, WHO IS HE?//DON'T KNOW WHAT HE IS//STOP ,0,0,0,0,0,0,1,1,1
516, DON'T KNOW JOHN ROBERTS//DEPARTMENT OF INTERIOR//STOP ,0,0,0,0,0,1,1,1,0
517, STATE HOUSE ,0,0,0,0,0,1,0,0,0
518, DON'T KNOW//SECRETARY OF TREASURY ,0,0,0,0,0,1,1,0,0
519, HEARD THAT NAME BEFORE BUT I DON'T KNOW// SOMETHING WITH THE GOVERNMENT// HOUSE OF REPRESENTATIVES ,0,0,0,0,0,1,1,0,1
520, DON'T KNOW//FINANCIAL... DON'T KNOW// STOP ,0,0,0,0,0,1,1,1,0
521," DON'T KNOW HIM// I HAVE NO GUESS, DON'T KNOW ",0,0,0,0,0,0,1,0,0
522, I DON'T KNOW//CHIEF OF STAFF OF THE SUPREME COURT ,1,0,0,0,0,0,1,0,0
523, NO IDEA// SENATE// STOP ,0,0,0,0,0,1,1,1,0
524, I DON'T KNOW// I DON'T HAVE A GUESS// STOP ,0,0,0,0,0,0,1,1,0
525, HE IS IN CONGRESS SOME PLACE BUT I DON'T KNOW THEM ,0,0,0,0,0,1,1,0,0
526, i have no idea //preess sec  ,0,0,0,0,0,1,1,0,0
